Restaurant,State,City,Zip-Code,Phone,Address,Longitude,Latitude,Source
A & W Family Restaurant,AR,Bryant,72022,501-653-0555,"118 Harvest Dr Bryant, AR, 72022",-92.4987,34.6249,https://www.menuism.com/restaurants/a-w-family-restaurant-bryant-489752
A & W Family Restaurant,AR,El Dorado,71730,870-862-5814,"4414 W Hillsboro St El Dorado, AR, 71730",-92.732185,33.208212,https://www.menuism.com/restaurants/a-w-family-restaurant-el-dorado-600756
A & W Family Restaurant,AR,Fordyce,71742,870-352-5900,"1229 N Edgar St Fordyce, AR, 71742",-92.426574,33.82455,https://www.menuism.com/restaurants/a-w-family-restaurant-fordyce-629664
A & W Family Restaurant,AR,Gassville,72635,870-435-6700,"7104 Highway 62 W Gassville, AR, 72635",-92.47773,36.28858,https://www.menuism.com/restaurants/a-w-family-restaurant-gassville-683732
A & W Family Restaurant,AR,North Little Rock,72113,501-851-6494,"20515 Highway 365 N North Little Rock, AR, 72113",-92.303665,34.808468,https://www.menuism.com/restaurants/a-w-family-restaurant-north-little-rock-475810
A & W Family Restaurant,AR,Paragould,72450-6115,870-240-8600,"2112 Linwood Dr Paragould, AR, 72450-6115",-90.509472,36.041617,https://www.menuism.com/restaurants/a-w-family-restaurant-paragould-268317
A & W Family Restaurant,AR,Searcy,72143,501-268-8112,"408 N Walnut St Searcy, AR, 72143",-91.725425,35.250796,https://www.menuism.com/restaurants/a-w-family-restaurant-searcy-661433
A & W Family Restaurant,AZ,Apache Junction,85220,480-671-3089,"2167 W Apache Trl Apache Junction, AZ, 85220",-111.5698214,33.41505,https://www.menuism.com/restaurants/a-w-family-restaurant-apache-junction-176271
A & W Family Restaurant,AZ,Avondale,85323,623-932-2065,"1495 N Dysart Rd Avondale, AZ, 85323",-112.3409576,33.4558244,https://www.menuism.com/restaurants/a-w-family-restaurant-avondale-364686
A & W Family Restaurant,AZ,Avondale,85392,623-535-5528,"13006 W Indian School Rd Avondale, AZ, 85392",-112.3388972,33.493296,https://www.menuism.com/restaurants/a-w-family-restaurant-avondale-264334
A & W Family Restaurant,AZ,Camp Verde,86322,928-567-7011,"362 N Industrial Camp Verde, AZ, 86322",-111.883809,34.574668,https://www.menuism.com/restaurants/a-w-family-restaurant-camp-verde-50860
A & W Family Restaurant,AZ,Camp Verde,86322,928-567-7011,"362 N Goswick Way Camp Verde, AZ, 86322",-111.865098,34.565659,https://www.menuism.com/restaurants/a-w-family-restaurant-camp-verde-686678
A & W Family Restaurant,AZ,Chandler,85224,480-855-7072,"2760 W Chandler Blvd Chandler, AZ, 85224",-111.890335,33.30611,https://www.menuism.com/restaurants/a-w-family-restaurant-chandler-60659
A & W Family Restaurant,AZ,Fountain Hills,85268,480-836-0555,"16805 E Shea Blvd Fountain Hills, AZ, 85268",-111.7187786,33.5758789,https://www.menuism.com/restaurants/a-w-family-restaurant-fountain-hills-388738
A & W Family Restaurant,AZ,Gilbert,85295,480-782-0379,"2453 S Gilbert Rd Gilbert, AZ, 85295",-111.789117,33.305433,https://www.menuism.com/restaurants/a-w-family-restaurant-gilbert-160857
A & W Family Restaurant,AZ,Gilbert,85296,480-632-0524,"117 S Val Vista Dr Gilbert, AZ, 85296",-111.755444,33.348677,https://www.menuism.com/restaurants/a-w-family-restaurant-gilbert-9545
A & W Family Restaurant,AZ,Glendale,85301,623-937-0234,"4338 W Glendale Ave Glendale, AZ, 85301",-112.1522949,33.5384632,https://www.menuism.com/restaurants/a-w-family-restaurant-glendale-221609
A & W Family Restaurant,AZ,Globe,85501,928-425-6558,"1690 E Ash St Globe, AZ, 85501",-110.768862,33.394837,https://www.menuism.com/restaurants/a-w-family-restaurant-globe-682330
A & W Family Restaurant,AZ,Mesa,85202,480-897-1480,"1950 W Baseline Rd Mesa, AZ, 85202",-111.876334,33.378946,https://www.menuism.com/restaurants/a-w-family-restaurant-mesa-68473
A & W Family Restaurant,AZ,Mesa,85209,480-396-7354,"7031 E Baseline Rd Mesa, AZ, 85209",-111.682237,33.378694,https://www.menuism.com/restaurants/a-w-family-restaurant-mesa-126300
